x1,y1,z1,x2,y2,z2
0.3496913259,0.8605103494,2.1277444105,,,
1.2746456524,0.8960686715,1.2590262844,,,
-0.8496608788,0.9201598898,1.9613721507,,,
-0.7187728363,1.899720947,1.5923273714,,,
1.4081636604,2.5658404184,2.4677638333,,,
-0.7533218944,-0.6881633458,-0.4702679442,,,
2.5179609672,-0.1784161734,-0.0420247515,,,
0.6234612428,0.1775400448,-2.3386002059,,,
2.4783552133,-1.8355091926,1.0489898903,,,
-1.5364296424,0.884131037,2.6613154069,,,
0.1598714208,-1.1069093154,0.9645086571,,,
-0.3956987963,2.495646873,0.6403649478,,,
-1.1167909188,2.4178084468,2.8167192067,,,
0.4482451686,1.6496380009,0.2289653057,,,
1.555020247,0.093962242,0.9778107684,,,
-0.3437497437,2.3674353785,0.6489378508,,,
0.7240584995,-0.5628164424,1.4237921948,,,
-0.6860906926,-0.7878609856,1.3706375729,,,
1.3258107783,1.9255888627,-0.3640446675,,,
1.256163945,0.6560216071,-1.4828927614,,,
-0.4849648906,-0.4158439092,0.1427115203,,,
-0.4602716142,-0.3171291356,1.6185278327,,,
-0.8414872313,1.3631950381,2.1786601313,,,
-1.3682059457,-0.5615390854,0.1460350476,,,
0.9082479436,2.8673151948,-0.0631542222,,,
0.6705135109,3.1756790508,0.5191632807,,,
0.021212133,-1.3687919662,0.241676404,,,
-1.1226718407,-1.3232320816,-1.2306156062,,,
2.5245398752,2.5459008189,1.3961406305,,,
0.0849019588,2.1270438731,-0.717190093,,,
1.7420758675,1.1204485818,1.9725382662,,,
-1.0027007829,0.2524628956,1.0278541393,,,
1.9055764672,1.9489049153,0.4038169274,,,
-2.1465408866,1.5749030524,1.1012479981,,,
-1.5290870728,-0.0473029128,-0.6820817641,,,
-0.6406441168,1.7763401801,1.2899855924,,,
1.6764385671,0.1284978267,1.8250747491,,,
2.256028894,-1.8851781892,0.0986393149,,,
1.8313421928,-0.7175045535,-0.6919231446,,,
-1.7201027877,1.2884030983,0.201204242,,,
2.7492637116,0.3836528313,-0.4993321578,,,
-1.7478204639,2.2559069021,0.560136842,,,
2.0083827727,0.9322342985,-0.2236434417,,,
2.7737590263,-0.0341076218,-0.196720228,,,
-0.8096025007,-1.0105457767,-0.9482327065,,,
0.4448103611,1.5098735864,-1.3328533898,,,
-0.8625468783,0.7465851343,-1.6615764928,,,
1.9793213189,0.3079686718,-1.3031172044,,,
-0.0161110138,1.2305875859,-1.7836614223,,,
-0.5671827837,1.9692652804,2.2026224712,,,
-0.0148935369,0.2487443599,1.3678398575,,,
1.2913601594,-1.2084380369,3.1624580145,,,
-0.447459512,-0.2255508662,-0.2669651758,,,
2.0120330206,-1.5861365356,0.3434707034,,,
3.652660946,2.1629656829,1.2118247162,,,
3.5113460301,2.0389498196,-1.4398732243,,,
-2.607709811,-0.8955581239,0.748177096,,,
2.2484606944,1.1514641848,-2.0093921767,,,
0.9668904892,2.642789672,2.7041976367,,,
-0.8809188473,1.352645185,3.4820727315,,,
1.5645090186,1.1819466512,3.8447765867,,,
3.2316686447,0.5309474694,1.7063355625,,,
-1.1846763583,3.0193767623,2.0497293375,,,
-1.6469887755,1.6852952384,2.2797879131,,,
1.0999706466,1.3381980827,2.5922133783,,,
1.3746280044,-2.8331143038,1.2282913823,,,
0.0355155516,-2.5770511685,0.9332214912,,,
1.6846121378,2.3202130622,0.130104933,,,
2.8066502452,0.1752796492,-0.1270685513,,,
0.9347282774,-0.3561858191,-2.761999359,,,
0.1027425231,-1.9591778066,-1.0210086501,,,
-0.1424814808,1.1306508675,-1.9304852563,,,
-0.984400135,-1.5693579845,-0.3354448216,,,
2.5408834026,3.1670421582,1.4021750201,,,
-2.6451440066,1.618966992,0.9175880183,,,
0.1935973568,1.0926346267,3.7744653482,,,
-1.5822285085,0.0482791435,-2.7502943499,,,
3.0990856592,-0.3504948103,1.4466769671,,,
3.5367959438,0.0014084887,2.2253189898,,,
2.8288012294,-0.7422786637,-0.3032349359,,,
2.713061129,-2.1786259679,-0.1559444144,,,
1.517531762,-2.6216193203,0.5280214312,,,
-1.6054912397,3.1161853132,1.8720097717,,,
2.0658282666,2.3795011715,0.8665488427,,,
0.4152565454,-0.7185687952,-1.8480135065,,,
0.8029583977,-1.2923949171,2.3161344095,,,
-1.8334520961,1.9026908508,0.4659530278,,,
2.8946827414,0.1241929963,-2.5392992822,,,
1.0832082373,3.1817054745,0.2591623917,,,
1.1085158566,-1.790841888,0.7154088984,,,
2.3582491688,-0.0046224891,-1.2304746859,,,
-0.0895465416,-0.2920036011,-2.2494246767,,,
2.0756421225,-2.334112857,0.7679090971,,,
-0.5403005169,1.8311289033,2.5094672305,,,
-2.5131567556,-0.6590190265,0.3871290743,,,
2.5608701531,-3.0646541849,1.4799704601,,,
-1.6847755,-1.7269983388,-1.0376827941,,,
0.1596179974,0.6238959976,-1.4419796443,,,
-0.0096568388,0.9646046827,3.8218594862,,,
2.3818931544,-1.1726729732,-0.1145334278,,,
-1.7704717941,1.3660619185,1.2744642859,,,
0.8235661449,-2.5124610889,0.608939105,,,
2.1972597356,-2.2466197309,3.1909782455,,,
-2.3070097181,0.1031554931,0.8757601861,,,
-2.6854350728,-0.7069101949,1.9262912281,,,
-2.093564272,0.9191446474,1.3296617099,,,
-1.6228042158,-1.324746797,0.9378742762,,,
3.5241757433,1.3365540741,-0.7924472925,,,
0.9821107451,-1.8052380539,-0.4697770334,,,
-1.4434016965,-1.8872508137,0.0686468886,,,
-3.1226208118,-0.9243357683,0.4086036099,,,
-1.7932352795,2.796619741,-0.6588317937,,,
2.3743612131,-3.2111180062,-0.7343064322,,,
1.410472811,-1.889484927,-1.7530181337,,,
3.9496703856,0.3046247509,0.2665503365,,,
0.8901159022,3.7109454179,-0.276849,,,
1.2920975299,-2.0095095006,-0.1912122768,,,
0.1575116955,-0.569909561,-2.3411788239,,,
2.0359631564,1.1550095758,-2.1524276639,,,
-0.2395381473,-1.7992951889,-1.5465379788,,,
0.6674567638,2.482041116,3.8455390596,,,
1.4603422252,2.2686359219,2.0859967197,,,
1.420652408,-0.9736502331,3.0072954702,,,
2.4016181221,1.952552287,3.5774590399,,,
2.8195353674,-2.2957776797,-0.1987407979,,,
3.1390491576,0.542101332,0.6974465287,,,
-0.8094244609,1.1154775798,-1.169502363,,,
-0.613515343,-0.6966550454,3.2160907732,,,
-2.375971246,2.0614564919,2.5313921217,,,
-0.1024544509,-2.4611970179,1.4518229867,,,
1.1027808038,3.8063495473,0.995666408,,,
1.3597903697,-1.0760015564,3.0361944844,,,
1.4398405711,0.4383171766,2.7404191903,,,
-1.3260247109,-2.6666268191,0.7567068194,,,
0.2322472383,0.8738935059,-2.211630423,,,
2.2246762927,1.8814822171,-0.6533137131,,,
1.3282715885,-1.6866632024,-0.0304431803,,,
-0.5922662118,-2.9308270108,-0.7947110046,,,
-2.2764609507,-0.6658783681,0.3758505486,,,
0.3772057382,-0.3795051585,3.6351727918,,,
0.3532277181,0.9233185371,-1.3415776779,,,
1.9365658403,2.2912787436,-1.4417122952,,,
1.9508653414,0.1431832377,-1.5545707959,,,
1.3850025222,1.5905466156,2.5616572882,,,
2.7354461508,-0.8998886232,1.6279936452,,,
1.1370189711,2.0513032934,1.8582295438,,,
1.8764381851,-0.6716980815,0.4082338538,,,
0.9359313778,-1.680161371,-0.64624139,,,
0.147656458,-3.2366370569,-0.053112646,,,
0.7074027835,3.4648266189,-1.3707554746,,,
-2.2703436047,-0.1979243802,2.0496668366,,,
-0.2154952971,2.4863522405,3.1618163133,,,
1.8470127087,-1.2770683095,3.0700288637,,,
-1.5916601874,-1.2825231309,-0.7402546926,,,
-0.089927912,-0.4716928057,3.0064934056,,,
-1.7678015318,2.4189254396,-0.6037871391,,,
1.631746097,2.6531368931,3.1721116444,,,
-0.9284952961,3.0382226452,0.6280773987,,,
3.1996064945,2.7242866612,1.5567501264,,,
2.3301190954,-0.7149296974,1.6152632584,,,
2.3970613833,3.3336285434,1.9896498101,,,
1.0178529672,-2.3093495969,2.7277826859,,,
0.6582426173,-1.8331080359,1.7331256178,,,
2.6633791194,0.7658250466,-0.6817400402,,,
-0.8130820762,1.8625913635,0.2296358252,,,
-1.4334751533,1.843401262,0.923434549,,,
-1.8174326275,0.0669288768,-2.3440576742,,,
-1.2324986924,2.5883572506,-0.1692127905,,,
1.7035864514,0.1905212129,1.9430633191,,,
2.3483065254,2.109423965,2.5981827883,,,
-0.0312840792,1.9122927171,3.6600176436,,,
0.556217873,1.1982895608,-2.2716698752,,,
-2.0925467674,1.2467901386,-0.8390820213,,,
2.2014744657,0.6115463443,-2.6232871822,,,
2.261187577,2.3454824253,0.5038500364,,,
-0.1360855305,0.9951905583,3.4378297103,,,
-1.1778581251,1.9657777316,-2.1213259508,,,
3.0097027106,-2.0897432729,0.5641998297,,,
-2.388579765,2.0723866186,-0.8935125044,,,
1.6070092507,2.9101880333,-0.6923120836,,,
-0.3103175213,0.3649748188,2.5978830982,,,
-0.0530433912,-0.9832238794,-0.5841871756,,,
-1.9263356301,2.0541854436,-0.6056734326,,,
-0.7927931307,2.5610975695,2.8269365135,,,
0.2946582239,-1.7075703681,1.8942990703,,,
-1.0780747531,3.1597388295,0.1637021671,,,
1.7759712033,-2.4591254563,0.711224952,,,
2.3047186491,-0.2244784898,1.3587716506,,,
0.7351579218,-2.4449872085,1.136846562,,,
0.3069339865,-1.4421596298,3.3761831563,,,
3.0009153811,0.7895945018,2.1998028067,,,
-0.3713534011,2.530803651,-0.6665107038,,,
-2.7100170571,-0.3632005364,0.7114959584,,,
-0.3411553965,-2.0753814119,2.3997591122,,,
0.5226134579,-1.9107044367,-0.9651133545,,,
-1.9308596594,2.7333927951,2.2250950601,,,
2.7947849922,2.4606073139,0.0355714374,,,
-0.3138710299,2.8609059716,-0.1322999035,,,
2.1205109265,-1.8463075069,-1.7789638997,,,
3.0014138959,0.9036150836,-1.8801157057,,,
-0.0053580278,-1.4082619244,-0.1993243069,,,
-2.0777556239,0.5493348265,0.7838170066,,,
0.7175211539,-1.6522030196,1.7297187103,,,
-1.9689522696,-1.2977786919,0.0811703406,,,
-0.1235003845,-1.0869645629,1.5258468201,,,
3.8229894954,1.8218592061,-0.7506107933,,,
2.6445762582,1.8155991252,-0.5981377767,,,
0.8511225682,3.1855667607,-2.299146036,,,
-0.4334542611,3.4345867158,2.4354621668,,,
1.3273217199,2.5690208932,-1.5260705032,,,
2.9242297147,-0.9622657599,1.7426595599,,,
1.6046182111,0.7636221955,2.5217237084,,,
-1.5794342766,-0.6176448248,1.2554669378,,,
-0.4719022044,-2.6549468117,1.7919417213,,,
-1.7115625839,2.3853655969,-0.1477371074,,,
3.6654309128,-1.5554322567,0.7950177821,,,
-0.7939525432,3.5992319811,-1.1391468757,,,
2.770307023,-1.0322784297,-0.6307507627,,,
3.9241797711,1.5027492465,0.7840658824,,,
0.1788195115,-2.3231577158,3.0831608005,,,
0.627177838,1.9603434942,2.5839820636,,,
-0.1072674571,-1.0089788933,2.3539867074,,,
1.0371381158,-1.4707371631,-2.6486186899,,,
0.8526995878,-1.982756575,-1.8690021669,,,
-0.7101376026,0.6912124017,-2.4697218512,,,
2.5966524092,0.3427007144,-0.7157140197,,,
3.510284893,-1.0585225026,0.364783445,,,
-0.0302576844,1.6276318205,-1.9590492554,,,
-1.5724782679,-0.7004745205,1.4275687128,,,
-0.268406153,-0.6499507897,2.9576026979,,,
-0.2389583801,0.9075414952,-1.9307853754,,,
0.3863292912,-3.0896134443,0.7643965375,,,
2.75650828,-0.9570469195,0.3076130483,,,
2.6537459344,-1.6343638584,1.3206220129,,,
3.3230857901,1.3754293564,-0.3669086724,,,
2.6339472526,2.1316057303,0.8661847362,,,
-2.3161128496,2.0971357949,-1.9643890222,,,
0.7923684811,-0.1789631305,-2.8784858648,,,
1.7525019832,3.7808023883,0.1624114505,,,
-2.0863833566,-1.6904569367,1.9202490883,,,
-0.5808242103,-1.8183943641,-0.5035465457,,,
-2.3731376437,-1.8925798284,1.9398529777,,,
3.1580950197,-0.3356181589,-0.7998728245,,,
0.1191664122,2.8700204408,-2.1638706892,,,
-0.4082025326,2.7847116183,-1.8099835158,,,
-1.4079287575,-0.3514285202,-0.9739083784,,,
1.7336942122,-1.3579120311,-2.6336314753,,,
0.8531358582,-2.1453775609,-1.2285724116,,,
1.7601369996,-1.1968365919,-1.8986273131,,,
-0.4701560836,-1.6374679657,0.2543086369,,,
1.605400766,2.7436405342,-0.3424481777,,,
1.91131705,1.0348479234,-1.7579361628,,,
0.8008322739,2.1818030604,3.6137422298,,,
0.8779895623,0.1034850021,3.2093454456,,,
1.0214206012,3.8242243017,1.0773804381,,,
0.775024681,1.0092913139,-2.5159340011,,,
-1.0381609138,3.4972776431,0.8497152665,,,
-0.6724021919,4.2861374952,0.7736912278,,,
-2.0883018416,-0.8176139928,-1.5035842554,,,
2.0712696994,-0.8804181437,-0.9188725543,,,
0.5891186147,3.8527364708,-0.742950399,,,
-2.4324635232,-0.006181177,0.8986358877,,,
-1.775012952,-1.1888154935,0.0897799151,,,
0.3386038015,1.7351514372,-2.9387496609,,,
-1.3658782569,3.3495807435,2.0373550593,,,
-1.0178543586,1.1879464924,1.5473113225,,,
-0.2512023622,-1.711893632,-0.4773794988,,,
0.240488465,-2.5402221836,2.1028882977,,,
3.3742712502,-0.1343104867,3.0296043912,,,
-0.4277440324,-1.5210104841,2.8983977824,,,
-0.0160438693,-1.5873050401,1.2137403065,,,
-2.1236082009,1.2447275888,2.7587423646,,,
-0.0136300161,-0.3382896176,3.0321384012,,,
1.6457583931,-0.8744420185,-0.2359241398,,,
-0.3981135689,2.0722393226,0.7401123493,,,
2.536185795,1.7205120781,-0.5599091422,,,
1.9973250207,-2.1253668107,0.5765547374,,,
3.0375789327,0.2952061086,3.5287858832,,,
-1.542951805,0.2931176899,3.2465649755,,,
3.2903202055,-1.0685749822,-2.1795705226,,,
0.4085972172,2.1987761109,-2.9952880871,,,
-0.7845126431,-1.8141876903,1.2065206945,,,
1.9272778051,0.2857603935,-1.231078057,,,
1.5323720773,3.2769750457,-1.0645578068,,,
-1.2112316957,0.6666535467,-0.8498540417,,,
-0.5330991912,2.6607129184,2.5494122293,,,
-0.6485732604,0.6950467434,-1.8230966018,,,
-0.4137235692,-0.7897479865,-0.4100403615,,,
1.7096162105,0.547695082,3.6706706859,,,
-0.4386373514,-0.6391066173,-2.4809442904,,,
1.2818981639,1.6699618955,-1.1111192625,,,
-1.0081535738,-0.629234433,-0.4561532288,,,
-0.3554213357,-0.2383403447,4.2169195184,,,
2.3128762158,2.1554276991,-1.4984177389,,,
1.0441039521,-2.5307091409,0.3032584829,,,
0.7125929116,-2.0226212857,2.7031270498,,,
-0.7067274567,-2.5785682515,0.5130995313,,,
-1.8960033809,1.4101765312,1.1508131531,,,
1.6732040134,-0.7735815765,-1.5702902323,,,
1.8047732813,1.2209881669,2.9074225076,,,
-0.2466644248,-1.58524778,0.5476474511,,,
-0.1610836882,2.731881382,-0.3616359181,,,
-1.563705872,0.831344514,3.3657624984,,,
2.0610719842,-0.584843588,3.395032871,,,
-0.1959311762,-1.2917340851,1.1192219034,,,
0.1772883958,3.4975736926,-0.6792661347,,,
-1.2072935224,2.1074376212,-0.7355404821,,,
0.2941350541,0.6020342984,2.9275867975,,,
1.0973070254,0.3146974787,-1.8963836686,,,
0.2032919084,-0.4009169104,2.7271862902,,,
-0.9656095432,-2.704852845,1.0404591393,,,
3.2955377389,0.439331099,3.8541317084,,,
-2.7447949105,0.8070395413,-0.695988965,,,
-1.5314823469,-1.3948551165,-0.6161207169,,,
0.1829453146,-0.5246080021,-1.4701473282,,,
2.791055268,3.0359035997,1.4098600302,,,
3.0084719957,0.0093547861,3.2692456891,,,
0.3716869244,-1.490872134,-0.6680688102,,,
-1.4676453197,-0.3617083873,1.7504166863,,,
-1.3619623016,2.2455683116,-1.4558189543,,,
-2.2564097244,1.3273450457,1.426388034,,,
-1.6208176452,0.9838995915,-2.6142458384,,,
0.8191635693,-2.7726703597,-0.4095135074,,,
-1.8781335168,-2.4914469293,-0.4307222502,,,
3.6423140401,-0.9999798956,-0.5177256355,,,
-1.8134250431,-0.1389728025,-0.3975739183,,,
-2.6745260848,-0.258032068,-0.0096229011,,,
-3.0952819454,1.3216927663,0.1137166587,,,
-2.4322415093,0.2624064155,0.4769568867,,,
2.3323155753,0.9488797312,-1.5613975644,,,
0.926829078,-1.3906201365,-1.1880195499,,,
-1.7157590476,-0.7476256611,-0.1599747029,,,
-0.3460850849,-2.7916718974,2.2320246963,,,
-0.9767049667,-0.9930871369,-0.5652347046,,,
0.1741222426,-0.9028826107,-1.8398606773,,,
-0.7095716687,4.0367119604,-1.3972213113,,,
-0.8149468546,0.3753396307,-3.3635539918,,,
-1.1893717737,3.2327000168,-0.8536668267,,,
3.2266123769,3.2220328974,1.3211401532,,,
1.7648793539,-1.650495792,-2.7863003403,,,
4.0216870771,2.7171805076,-0.1915765572,,,
1.5425376056,-2.8456134556,1.3027057885,,,
3.0684272825,2.2443796068,-2.292606358,,,
1.0766193676,1.921108878,3.4059344773,,,
4.1503904214,-0.1359494825,1.229447664,,,
-3.8939426561,0.9693290801,1.6866342748,,,
-0.556788955,3.403109093,-1.069204145,,,
1.131046268,2.2705630959,-4.0787418978,,,
-1.5515984584,0.2870191406,3.5851285549,,,
-0.1982475413,-3.9237125174,-0.3619941351,,,
-2.7636524183,-0.6130276497,-2.2510344558,,,
-0.043786406,4.6353043736,0.7090346251,,,
-1.1073471829,-3.0369165476,-0.8536297245,,,
-2.2222494162,3.7290773576,-1.0593220942,,,
2.1823848763,3.3265248293,0.9596656923,,,
-1.8833535618,2.1942490247,-1.6635982709,,,
-1.4449681967,3.3498395067,2.4318463839,,,
1.1576156263,0.3628171055,-3.1565138892,,,
0.6016536537,0.9376445535,4.8840451862,,,
-1.5213252262,3.2785146942,0.2560604022,,,
3.72553747,-0.7533584895,1.1114053692,,,
3.3410834178,-0.7277071236,-2.6560490234,,,
-1.7682282796,-1.8224454563,3.2049026762,,,
2.7788337529,1.8870675214,3.4860834954,,,
-1.831536674,0.4973006872,-1.7589822016,,,
-1.9913949971,-2.4282196345,-1.9652657612,,,
1.9711072762,-3.5772292678,1.0866629604,,,
3.6104523607,-0.8946459003,-3.2538566652,,,
1.7840533336,2.862517477,-2.6649353445,,,
-3.0719379384,2.7669723099,2.8403497235,,,
3.5959939147,2.6607003133,2.6982281248,,,
2.8625171855,2.9949456226,0.4451116149,,,
0.7569252111,3.5828438158,2.1133472022,,,
3.4336624236,-2.4413235924,-1.1193504946,,,
-0.7130596476,-1.6082324444,3.6271936909,,,
3.3497406729,4.2098791473,1.4195767298,,,
1.063376422,-3.1306850209,2.7765377371,,,
0.0538352092,-1.9710742815,2.4687390297,,,
-1.1872707966,-0.9323117056,-2.2901823817,,,
-2.585739402,2.7300969873,-0.9389102839,,,
3.5075079724,1.59870248,-2.9528059016,,,
-4.1955185775,0.1931143864,-0.9835352312,,,
0.8668343124,-3.7754918661,0.9285636909,,,
4.3036396559,0.6484561035,-0.8914341742,,,
4.425413302,0.19512705,-1.6426540396,,,
3.6145617123,-1.5211138819,0.1310462349,,,
-1.6560783584,1.8576819413,1.554048321,,,
3.6691446951,2.2656499736,-2.3966642404,,,
-0.9723017261,4.8843119382,3.1649280732,,,
0.5991719335,-3.3106544245,2.806500868,,,
2.6789442853,2.6245977285,-1.7551168933,,,
5.1066425273,0.0692962131,0.5501108186,,,
-3.1499764388,-2.0608519319,-0.3518979278,,,
1.1994158995,2.1870847413,4.9113976007,,,
-0.8793862561,-2.4322616584,2.9455762766,,,
-0.025976336,2.9505918796,4.2988161985,,,
4.0951080675,1.6460456297,2.1798546456,,,
3.4312623935,3.5181967108,-1.1207448289,,,
-1.1833229301,3.7294354185,0.6959843563,,,
-3.1194336854,2.8628579883,0.2521400408,,,
-0.6435491876,3.2362529343,-0.1477964117,,,
0.1238234298,-2.1683887066,-3.291420147,,,
-2.7761876473,0.4532771689,-1.1159942389,,,
-2.080343486,2.8874726151,2.3480418115,,,
-1.1243245147,-3.0418442859,1.1005797913,,,
0.7999467426,-1.4203781693,5.1698573206,,,
0.6383281636,2.4846647635,3.1946785659,,,
-1.2925179226,0.5076233912,4.5417472605,,,
-2.0542306177,-0.31900568,-3.292759415,,,
3.2206570265,-2.3890357949,0.6935727713,,,
-2.4635613451,2.7098501288,2.1167745113,,,
3.3720197938,-1.9793794478,1.1967531621,,,
2.5043824025,2.8834829506,2.501188054,,,
3.9728205619,2.5627302499,0.7244132671,,,
2.7188128056,0.6950705361,4.9130963256,,,
-2.9158864435,0.303954419,-1.4084437895,,,
-3.2801930316,-1.7446461763,0.7379677691,,,
-3.1007803591,0.6709125446,0.9897162802,,,
-0.7348354428,2.8016324928,-2.2219773227,,,
0.959373739,-2.1984113813,3.3856433041,,,
1.1559574549,1.3867905772,-2.4856862822,,,
2.3959458317,-3.9217391748,1.0777689092,,,
3.1362394393,-0.5581987086,3.8112924588,,,
